denuncia_fecha,denuncia_tipo_explotacion,denuncia_via_ingreso,denunciante_tipo_acercamiento,hecho_localidad,hecho_provincia,hecho_pais,hecho_denuncia_previa,derivacion_judicializacion_organismo,derivacion_judicializacion_fecha
2017-10-22,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,,,,,No sale,
2017-10-22,Explotación sexual,Línea 145,Otros,NUEVA CÓRDOBA,Córdoba,Argentina,,,2017-10-23
2017-10-23,Posible captación,Línea 145,Sin datos,SAN SALVADOR DE JUJUY,Jujuy,Argentina,,Protex,2017-10-23
2017-10-23,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,GUAYMALLEN - MENDOZA,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-10-24
2017-10-23,Explotación sexual,Línea 145,Otros,CONSTITUCION,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-10-23
2017-10-23,Explotación laboral,Línea 145,Otros,FLORESTA,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-10-23
2017-10-23,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,
2017-10-23,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,LUJAN,Buenos Aires,Argentina,,Ministerio de Seguridad - Oficina de Monitoreo,2017-10-23
2017-10-23,Traslado de personas,Línea 145,Otros,COMODORA RIVADAVIA ,Chubut,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-23
2017-10-23,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Protex - PNA Área legal para judicializar ,2017-10-23
2017-10-24,Explotación sexual,Presencial,Otros,BS AS,Buenos Aires,Argentina,,Protex,2017-10-24
2017-10-24,Explotación laboral,Correo institucional,Otros,FLORENCIO VARELA,Buenos Aires,Argentina,,Protex,2017-10-25
2017-10-24,Oferta laboral engañosa,Línea 145,Otros,SANTA FE,Santa Fe,Argentina,,Protex,2017-10-24
2017-10-24,Traslado de personas,Línea 145,Sin datos,Caba,Caba,Argentina,,Protex,2017-10-24
2017-10-24,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-10-24
2017-10-24,Traslado de personas,Línea 145,Sin datos,Caba,Caba,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-24
2017-10-24,Traslado de personas,Línea 145,Sin datos,Caba,Caba,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-24
2017-10-24,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,, PNA Área legal para judicializar - Oficina de Monitoreo,2017-10-24
2017-10-24,Posible captación,Línea 145,Otros,ROSARIO ,Santa Fe,Argentina,,Otros,2017-10-24
2017-10-24,Explotación sexual,Línea 145,Otros,NEUQUÉN,Neuquén,Argentina,,Pendiente,
2017-10-25,Explotación sexual,Línea 145,Por contacto (boca en boca),VILLA ELISA,Buenos Aires,Argentina,,Protex,2017-10-25
2017-10-25,Explotación sexual,Línea 145,Otros,GUALEGUAYCHU,Entre Ríos,Argentina,,Protex,2017-10-25
2017-10-25,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,,Protex,2017-10-25
2017-10-25,Explotación sexual,Línea 145,Otros,SANTIAGO DE CHILE,No aplica,Chile,Sí,Protex,2017-10-25
2017-10-25,Explotación sexual,Correo institucional,Otros,SANTIAGO DE CHILE,No aplica,Chile,,Protex,2017-10-25
2017-10-25,Desaparición,Línea 145,Otros,LOS POLVORINES- MALVINAS ARGENTINAS,Buenos Aires,Argentina,,Protex,2017-10-25
2017-10-25,Desaparición,Línea 145,Otros,LOS POLVORINES- MALVINAS ARGENTINAS,Buenos Aires,Argentina,,Protex,2017-10-25
2017-10-25,Posible captación,Correo institucional,Otros,ROSARIO ,Santa Fe,Argentina,,Protex,2017-10-25
2017-10-25,Secuestro/Venta de niños/pornografía infantil,Correo institucional,Otros,,,,,Protex,2017-10-25
2017-10-25,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,MARIANO ACOSTA - MERLO,Buenos Aires,Argentina,,Protex,2017-10-25
2017-10-25,Explotación sexual,Línea 145,Otros,GUAYMALLEN - MENDOZA,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-10-25
2017-10-25,Explotación sexual,Línea 145,Otros,PABLO NOGUES,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-25
2017-10-26,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-10-26
2017-10-26,Explotación sexual,Línea 145,Por contacto (boca en boca),,,,,Protex,2017-10-26
2017-10-26,Explotación sexual,Línea 145,Otros,GOYA,Corrientes,Argentina,,Protex,2017-10-26
2017-10-26,Explotación sexual,Correo institucional,Otros,SANTIAGO DE CHILE,No aplica,Chile,,Protex,2017-10-26
2017-10-26,Publicidad de oferta sexual,Línea 145,Otros,SAN CARLOS DE BARILOCHE,Río Negro,Argentina,,Protex,2017-10-26
2017-10-26,Secuestro/Venta de niños/pornografía infantil,Correo institucional,Otros,,No aplica,No aplica,,Protex,2017-10-26
2017-10-26,Explotación sexual,Línea 145,Sin datos,GANADERO BAIGORRIA,Santa Fe,Argentina,,Protex,2017-10-26
2017-10-26,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-10-26
2017-10-26,Desaparición,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,No sale,
2017-10-26,Explotación sexual  - laboral,Línea 145,Televisión,MONTEGRANDE,Buenos Aires,Argentina,,,
2017-10-26,Explotación laboral,Línea 145,Otros,,,,,,
2017-10-26,,Sin datos,Sin datos,,,,,,
2017-10-27,Secuestro/Venta de niños/pornografía infantil,Línea 145,ONG – Org Nacionales,LOMAS DE ZAMORA O VILLA CENTENARIO ,Buenos Aires,Argentina,,Protex,2017-10-27
2017-10-27,Explotación sexual,Línea 145,Otros,Río Negro,Río Negro,Argentina,,Protex,2017-10-27
2017-10-27,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,LUCILA DEL MAR ,Buenos Aires,Argentina,,Protex,2017-10-27
2017-10-27,Explotación sexual,Línea 145,Sin datos,COMODORA RIVADAVIA ,Chubut,Argentina,,Protex,2017-10-27
2017-10-27,Desaparición,Línea 145,Sin datos,ROSARIO,Santa Fe,Argentina,,Protex,2017-10-27
2017-10-27,Explotación sexual,Línea 145,Sin datos,MORON,Buenos Aires,Argentina,,PNA Área legal para judicializar ,2017-10-27
2017-10-27,Explotación sexual,Línea 145,Sin datos,PALERMO - CAÑITAS,Caba,Argentina,,Área legal (judicializadas)  - PNA Área legal para judicializar ,2017-10-27
2017-10-28,Explotación sexual,Línea 145,Otros,MAR DEL PLATA,Buenos Aires,Argentina,,Área legal (judicializadas),2017-10-28
2017-10-28,Explotación sexual,Línea 145,Otros,CONCEPCION DE TUCUMAN,Tucumán,Argentina,,Protex,2017-10-28
2017-10-28,Desaparición,Línea telefónica institucional,Otros,CÓRDOBA,Córdoba,Argentina,,Protex,2017-10-28
2017-10-28,Desaparición,Línea 145,Otros,CÓRDOBA,Córdoba,Argentina,Sí,Protex,2017-10-29
2017-10-28,Desaparición,Línea 145,Otros,CÓRDOBA,Córdoba,Argentina,Sí,Protex,2017-10-29
2017-10-28,Oferta laboral engañosa,Línea 145,Otros,SAN PEDRO DE JUJUY,Jujuy,Argentina,,Protex,2017-10-28
2017-10-28,Explotación sexual,Línea 145,Sin datos,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-10-28
2017-10-28,Explotación sexual,Línea 145,Otros,GUAYMALLEN,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-10-28
2017-10-28,Explotación laboral,Línea 145,Otros,MATADEROS,Caba,Argentina,,PNA Área legal para judicializar ,2017-10-28
2017-10-28,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,CONSTITUCION,Caba,Argentina,,PNA Área legal para judicializar ,2017-10-28
2017-10-28,Explotación sexual,Línea 145,Otros,SAN MARTIN,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-28
2017-10-28,Explotación sexual  - laboral,Línea 145,Otros,JOSE C. PAZ,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-28
2017-10-28,Explotación sexual,Línea 145,Sin datos,AÑELO,Neuquén,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-29
2017-10-29,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,,Protex,2017-10-30
2017-10-30,Explotación laboral,Línea 145,Por contacto (boca en boca),MONTE CASTRO,Caba,Argentina,,Área legal (judicializadas),2017-10-30
2017-10-30,Explotación sexual,Línea 145,Por contacto (boca en boca),RIO GALLEGOS,Santa Cruz,Argentina,,Protex,2017-10-30
2017-10-30,Desaparición,Línea 145,Otros,CÓRDOBA,Córdoba,Argentina,Sí,Protex,2017-10-30
2017-10-30,Desaparición,Línea 145,Otros,SANTA FE,Santa Fe,Argentina,,Protex,2017-10-30
2017-10-30,Traslado de personas,Línea 145,Otros,CÓRDOBA CAPITAL Y DEAN FUNES,Córdoba,Argentina,,Protex,2017-10-30
2017-10-30,Traslado de personas,Línea 145,Sin datos,SANTA FE,Santa Fe,Argentina,Sí,Protex,2017-10-30
2017-10-30,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,,,,,Protex,2017-10-30
2017-10-30,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-10-30
2017-10-30,Explotación laboral,Línea 145,Sin datos,MATADEROS,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-10-30
2017-10-30,Desaparición,Línea 145,ONG – Org Nacionales,SANTA FE,Santa Fe,Argentina,Sí,Protex - Fuerzas de seguridad federales,2017-10-30
2017-10-31,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Protex,2017-10-31
2017-10-31,Explotación sexual,Línea 145,Sin datos,CARRODILLA - LUJAN DE CUYO,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-10-31
2017-10-31,Explotación sexual,Línea 145,ONG – Org Nacionales,RUFFINO,Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-31
2017-10-31,Desaparición,Línea 145,Otros,SANTA FE,Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-31
2017-10-31,Explotación sexual,Línea 145,Sin datos,SANTA FE (PUERTO SAN MARTIN),Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-31
2017-10-31,Explotación sexual,Línea 145,Sin datos,SANTA FE (PUERTO SAN MARTIN),Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-10-31
2017-10-31,Explotación sexual,Línea 145,Otros,GRAND BOURG - VILLA DE MAYO Y EL TALAR DE PACHECO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-01
2017-11-01,Explotación sexual,Línea 145,Otros,LUJAN DE CUYO ,Mendoza,Argentina,,Área legal (judicializadas),2017-11-01
2017-11-01,Explotación sexual,Línea 145,Televisión,SAN JUAN ,San Juan,Argentina,,Protex,2017-11-01
2017-11-01,Explotación sexual,Línea 145,ONG – Org Nacionales,SALTA /CÓRDOBA ,SALTA,Argentina,,Protex,2017-11-01
2017-11-01,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,,Protex,2017-11-01
2017-11-01,Explotación laboral,Línea 145,Otros,LOMAS DEL MIRADOR,Buenos Aires,Argentina,,Protex,2017-11-01
2017-11-01,Desaparición,Línea 145,Otros,SANTA FE,Santa Fe,Argentina,,Protex,2017-11-01
2017-11-01,Explotación sexual,Línea 145,Sin datos,NEUQUÉN,Neuquén,Argentina,,Protex,2017-11-01
2017-11-01,Explotación sexual,Línea 145,Por contacto (boca en boca),MENDOZA,Mendoza,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-01
2017-11-01,Explotación sexual,Línea 145,Otros,PUERTO SAN MARTIN CIUDAD DE SANTA FE,Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-01
2017-11-02,Explotación sexual,Línea 145,Campañas del programa,MALARGÜE ,Mendoza,Argentina,,Área legal (judicializadas),2017-11-02
2017-11-02,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-11-02
2017-11-02,Explotación sexual,Línea 145,Otros,Caba ,Caba,Argentina,Sí,Área legal (judicializadas),2017-11-02
2017-11-02,Explotación sexual,Línea 145,Otros,GLEW,Buenos Aires,Argentina,,Protex,2017-11-02
2017-11-02,Explotación sexual,Línea 145,Otros,MAR DEL PLATA,Buenos Aires,Argentina,,Protex,2017-11-02
2017-11-02,Explotación laboral,Línea 145,Otros,PARANA,Entre Ríos,Argentina,,Protex,2017-11-02
2017-11-02,Oferta laboral engañosa,Línea 145,Sin datos,,No aplica,No aplica,,Protex,2017-11-02
2017-11-02,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-02
2017-11-02,Posible captación,Línea 145,Otros,LA BOCA,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-02
2017-11-02,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-11-02
2017-11-02,Explotación sexual,Línea 145,Otros,LAS TALITAS TUCUMAN,Tucumán,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-02
2017-11-02,Publicidad de oferta sexual,Línea 145,Otros,Caba,Caba,Argentina,, PNA Área legal para judicializar - Oficina de Monitoreo,2017-11-02
2017-11-02,Desaparición,,Sin datos,,,,,,
2017-11-03,Secuestro/Venta de niños/pornografía infantil,Línea 145,ONG – Org Nacionales,CIUDAD SALTA,SALTA,Argentina,,Protex,2017-11-04
2017-11-03,Explotación sexual,Correo institucional,Otros,GLEW,Buenos Aires,Argentina,,Protex,2017-11-03
2017-11-03,Traslado de personas,Línea 145,Otros,CÓRDOBA CAPITAL Y DEAN FUNES,Córdoba,Argentina,,Protex,2017-11-03
2017-11-03,Explotación sexual,Línea 145,Sin datos,,Corrientes,Argentina,,Protex,2017-11-03
2017-11-03,Explotación sexual,Línea 145,Sin datos,,Corrientes,Argentina,,Protex,2017-11-03
2017-11-03,Explotación laboral,Línea 145,Sin datos,GENERAL ROCA,Río Negro,Argentina,,Protex,2017-11-03
2017-11-03,Explotación sexual,Línea 145,Otros,Caba ,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-03
2017-11-03,Explotación sexual,Línea 145,Sin datos,RECOLETA,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-03
2017-11-03,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-11-03
2017-11-04,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-11-04
2017-11-04,Desaparición,Línea 145,Otros,SALTA  ,SALTA,Argentina,,Protex,2017-11-04
2017-11-04,Explotación sexual,Línea 145,Otros,,,,,Protex - Fuerzas de seguridad federales,2017-11-04
2017-11-05,Explotación sexual,Línea 145,Sin datos,LAS CACHIMBAS,San Juan,Argentina,,Protex,2017-11-05
2017-11-05,Desaparición,Línea 145,Sin datos,,,,,Protex,2017-11-07
2017-11-05,Desaparición,Línea 145,Sin datos,,,,,Protex,2017-11-07
2017-11-05,,Línea 145,Sin datos,HURLINGHAM,Buenos Aires,Argentina,,Protex,2017-11-07
2017-11-05,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,,,,,PNA Área legal para judicializar ,2017-11-05
2017-11-05,,Línea 145,Sin datos,,,,,Protex - Fuerzas de seguridad federales,2017-11-05
2017-11-05,Explotación sexual,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,Protex - PNA Área legal para judicializar ,2017-11-05
2017-11-05,Desaparición,Correo institucional,Sin datos,,,,,No sale,2017-11-05
2017-11-06,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,Sí,Área legal (judicializadas),2017-11-06
2017-11-06,Explotación sexual,Línea 145,Otros,LANUS ESTE,Buenos Aires,Argentina,,Protex,2017-11-06
2017-11-06,Publicidad de oferta sexual,Correo institucional,Otros,,No aplica,No aplica,,Protex,2017-11-06
2017-11-06,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,EL COLMENAR,Tucumán,Argentina,,Protex,2017-11-06
2017-11-06,Explotación sexual,Línea 145,Sin datos,EZPELETA,Buenos Aires,Argentina,,Protex,2017-11-06
2017-11-06,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,PILAR,Buenos Aires,Argentina,,Protex,2017-11-06
2017-11-06,Explotación sexual,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-11-06
2017-11-06,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,EL COLMENAR,Tucumán,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-06
2017-11-06,Explotación sexual,Correo institucional,Otros,Caba,Caba,Argentina,,Protex - PNA Área legal para judicializar ,2017-11-06
2017-11-06,Explotación sexual,Correo institucional,Sin datos,Caba,Caba,Argentina,,Protex - PNA Área legal para judicializar ,2017-11-06
2017-11-06,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,Caba,Caba,Argentina,,No sale,
2017-11-07,Explotación sexual,Línea 145,Otros,RESISTENCIA,Chaco,Argentina,,Protex,2017-11-07
2017-11-07,Explotación sexual,Línea 145,Otros,TUCUMAN,Tucumán,Argentina,,Protex,2017-11-07
2017-11-07,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,MERLO HURLINGHAM,Buenos Aires,Argentina,,Protex,2017-11-07
2017-11-07,Oferta laboral engañosa,Línea 145,Otros,MENDOZA,Mendoza,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-11-07
2017-11-07,Explotación laboral,Línea 145,Otros,CIUDADELA ,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-07
2017-11-07,Explotación sexual,Línea 145,Otros,LA PLATA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-07
2017-11-07,Explotación sexual,Correo institucional,ONG – Org Nacionales,Caba,Caba,Argentina,,No sale,
2017-11-08,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-11-08
2017-11-08,Explotación sexual,Línea 145,Otros,MENDOZA CAPITAL,Mendoza,Argentina,,Área legal (judicializadas),2017-11-08
2017-11-08,Explotación sexual,Línea 145,Por contacto (boca en boca),SAN MARTIN,Entre Ríos,Argentina,,Protex,2017-12-08
2017-11-08,Explotación sexual,Línea 145,Otros,LA PLATA,Buenos Aires,Argentina,,Protex,2017-11-08
2017-11-08,Explotación sexual,Línea 145,Otros,MORON,Buenos Aires,Argentina,,Protex,2017-11-08
2017-11-08,Explotación sexual,Línea 145,Otros,VILLA REGINA,Río Negro,Argentina,,Protex,2017-11-08
2017-11-08,Explotación laboral,Línea 145,Otros,OLMOS. LA PLATA,Buenos Aires,Argentina,,Protex,2017-11-08
2017-11-08,Desaparición,Radio,Otros,BERNAL OESTE,Buenos Aires,Argentina,,Protex,2017-11-08
2017-11-08,Explotación sexual,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-08
2017-11-08,Explotación laboral,Línea 145,Otros,LOCALIDAD DE CHILECITO DEPARTAMENTO DE SAN CARLOS ,Mendoza,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-11-08
2017-11-08,Explotación sexual,Línea 145,Internet,GENERAL PINEDO,Chaco,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-08
2017-11-08,Explotación sexual,Línea 145,Otros,MERLO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-08
2017-11-09,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,MENDOZA,Mendoza,Argentina,,Área legal (judicializadas),2017-11-09
2017-11-09,Explotación sexual,Línea 145,Otros,ISIDRO CASANOVA ,Buenos Aires,Argentina,,Protex,2017-11-09
2017-11-09,Explotación sexual,Línea 145,Otros,MESON DEL FIERRO,Chaco,Argentina,,Protex,2017-11-09
2017-11-09,Explotación sexual,Línea 145,Otros,MONTEGRANDE,Buenos Aires,Argentina,,Protex,2017-11-09
2017-11-09,Explotación sexual,Línea 145,Otros,SAN JUAN,San Juan,Argentina,,Protex,2017-11-09
2017-11-09,Desaparición,Línea 145,Otros,BERNAL OESTE,Buenos Aires,Argentina,,Protex,2017-11-09
2017-11-09,Desaparición,Línea 145,Otros,BERNAL OESTE,Buenos Aires,Argentina,,Protex,2017-11-09
2017-11-09,Explotación sexual,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-09
2017-11-09,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-09
2017-11-09,Explotación sexual,Línea 145,Otros,MENDOZA,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-11-10
2017-11-09,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,MENDOZA,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-11-09
2017-11-09,Explotación laboral,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar - Fuerzas de seguridad federales,2017-11-09
2017-11-09,Explotación laboral,Línea 145,Otros,BUENOS AIRES,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-09
2017-11-10,Explotación sexual,Línea 145,Otros,USUHAIA ,Tierra del Fuego,Argentina,,Protex,2017-11-10
2017-11-10,,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-10
2017-11-10,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-10
2017-11-10,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-10
2017-11-10,Explotación sexual,Línea 145,Otros,SAN RAFAEL,Mendoza,Argentina,,PNA Área legal para judicializar ,
2017-11-10,Explotación sexual,Línea 145,Otros,SANTA FE,Santa Fe,Argentina,,PNA Área legal para judicializar ,2017-11-10
2017-11-10,Explotación sexual,Línea 145,Otros,MERLO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-11
2017-11-10,Explotación sexual,Línea 145,Otros,MERLO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-11
2017-11-10,Explotación sexual,Línea 145,ONG – Org Nacionales,LA PLATA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-10
2017-11-11,Desaparición,Línea 145,ONG – Org Nacionales,MAR DEL PLATA,Buenos Aires,Argentina,,Área legal (judicializadas),2017-11-11
2017-11-11,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-11-11
2017-11-11,Explotación sexual,Línea 145,ONG – Org Nacionales,SAN SALVADOR DE JUJUY,Jujuy,Argentina,,Protex,2017-11-12
2017-11-11,Posible captación,Línea 145,Por contacto (boca en boca),SAN MIGUEL DE TUCUMAN,Tucumán,Argentina,,Protex,2017-11-11
2017-11-11,Explotación sexual,Línea 145,Otros,JUJUY,Jujuy,Argentina,,Protex,2017-11-12
2017-11-11,Explotación sexual,Línea 145,Otros,LAS HERAS,Santa Cruz,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-11
2017-11-11,Explotación sexual,Línea 145,Otros,SALTA,SALTA,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-11
2017-11-11,Posible captación,Línea 145,Otros,AVELLANEDA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-11
2017-11-11,Posible captación,Línea 145,Otros,AVELLANEDA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-11
2017-11-12,Explotación sexual,Línea 145,Otros,SANTA FE ,Santa Fe,Argentina,,Área legal (judicializadas),2017-11-12
2017-11-12,Explotación sexual,Línea 145,Otros,SALTA,SALTA,Argentina,,Protex,2017-11-12
2017-11-12,Explotación sexual,Línea 145,Otros,SANTA FE,Santa Fe,Argentina,,Protex,2017-11-12
2017-11-12,Desaparición,Línea 145,Otros,MAR DEL PLATA,Buenos Aires,Argentina,,Protex,2017-11-12
2017-11-12,Explotación sexual,Línea 145,Sin datos,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-11-12
2017-11-12,Explotación sexual,Correo institucional,Sin datos,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-11-12
2017-11-12,Explotación sexual,Correo institucional,Sin datos,ROSARIO,Santa Fe,Argentina,,Protex,2017-11-12
2017-11-12,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-13
2017-11-13,Oferta laboral engañosa,Línea 145,Otros,CÓRDOBA,Córdoba,Argentina,,Protex,2017-11-13
2017-11-13,Posible captación,Línea 145,Otros,NEUQUÉN,Neuquén,Argentina,,Protex,2017-11-13
2017-11-13,Posible captación,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-13
2017-11-13,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-13
2017-11-13,Explotación laboral,Línea 145,Otros,MENDOZA,Mendoza,Argentina,,Area legal (judicializadas) - Protex,2017-11-13
2017-11-13,Explotación sexual,Línea 145,Otros,SAN MARTIN,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-11-13
2017-11-13,,,Sin datos,,,,,,2017-11-13
2017-11-14,Explotación sexual,Línea 145,Otros,HURLINGAN,Buenos Aires,Argentina,,Protex,
2017-11-14,Explotación sexual,Línea 145,Otros,JOSE C PAZ,Buenos Aires,Argentina,,Protex,2017-11-14
2017-11-14,Explotación sexual,Línea 145,Otros,LUGAR PORTUARIO DE PUERTO DESEADO,Santa Cruz,Argentina,,Protex,2017-11-14
2017-11-14,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,,Protex,2017-11-14
2017-11-14,Posible captación,Línea 145,Otros,La Rioja ,La Rioja,Argentina,,Protex,2017-11-14
2017-11-14,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,SAN MIGUEL DE TUCUMAN,Tucumán,Argentina,,Protex,2017-11-14
2017-11-14,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-11-14
2017-11-14,Explotación sexual,Línea 145,Otros,MENDOZA,Mendoza,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-11-14
2017-11-14,Desaparición,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,Ministerio de seguridad -  PNA Área legal para judicializar,2017-11-14
2017-11-14,Desaparición,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,Ministerio de seguridad -  PNA Área legal para judicializar,2017-11-14
2017-11-14,Explotación laboral,Línea 145,Otros,Caba,Caba,Argentina,,,
2017-11-15,Desaparición,Línea 145,Otros,MAR DEL PLATA,Buenos Aires,Argentina,,Área legal (judicializadas),2017-11-15
2017-11-15,Explotación sexual,Línea 145,Otros,GRAN SAN FERNANDO DEL VALLE DE CATAMARCA,Catamarca,Argentina,Sí,Protex,2017-11-15
2017-11-15,Desaparición,Línea 145,Otros,Caba,Caba,Argentina,,No sale,
2017-11-15,Desaparición,Línea 145,Otros,TEMPERLEY,Buenos Aires,Argentina,Sí,Pendiente,
2017-11-15,Explotación sexual,Línea 145,Otros,FAIMALLA,Tucumán,Argentina,,,2017-11-15
